"Country or Area","Year","Area","Sex","Age","Industry","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Isle of Man","2016","Total","Male","70 - 74","Financial and insurance activities (ISIC Rev.4: Section K)","Census - de jure - complete tabulation","Final figure, complete","2017","11",""
"Isle of Man","2016","Total","Male","70 - 74","Real estate activities (ISIC Rev.4: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","15",""
"Isle of Man","2016","Total","Male","70 - 74","Professional, scientific and technical activities (ISIC Rev.4: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","29",""
"Isle of Man","2016","Total","Male","70 - 74","Administrative and support service activities (ISIC Rev.4: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","78",""
"Isle of Man","2016","Total","Male","70 - 74","Public administration and defence; compulsory social security (ISIC Rev.4: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","10",""
"Isle of Man","2016","Total","Male","70 - 74","Education (ISIC Rev.4: Section P)","Census - de jure - complete tabulation","Final figure, complete","2017","6",""
"Isle of Man","2016","Total","Male","70 - 74","Human health and social work activities (ISIC Rev.4: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","15",""
"Isle of Man","2016","Total","Male","70 - 74","Total","Census - de jure - complete tabulation","Final figure, complete","2017","331",""
"Isle of Man","2016","Total","Male","75 +","Agriculture, hunting, forestry and fishing (ISIC Rev.2: Major Division 1)","Census - de jure - complete tabulation","Final figure, complete","2017","24",""
"Isle of Man","2016","Total","Male","75 +","Mining and quarrying (ISIC Rev.2: Major Division 2)","Census - de jure - complete tabulation","Final figure, complete","2017","2",""
"Isle of Man","2016","Total","Male","75 +","Manufacturing  (ISIC Rev.2: Major Division 3)","Census - de jure - complete tabulation","Final figure, complete","2017","7",""
"Isle of Man","2016","Total","Male","75 +","Electricity, gas and water (ISIC Rev.2: Major Division 4)","Census - de jure - complete tabulation","Final figure, complete","2017","1",""
"Isle of Man","2016","Total","Male","75 +","Construction (ISIC Rev.2: Major Division 5)","Census - de jure - complete tabulation","Final figure, complete","2017","13",""
"Isle of Man","2016","Total","Male","75 +","Wholesale and retail trade and restaurants and hotels (ISIC Rev.2: Major Division 6)","Census - de jure - complete tabulation","Final figure, complete","2017","25",""
"Isle of Man","2016","Total","Male","75 +","Transport, storage and communication (ISIC Rev.2: Major Division 7)","Census - de jure - complete tabulation","Final figure, complete","2017","11",""
"Isle of Man","2016","Total","Male","75 +","Financing, insurance, real estate and business services (ISIC Rev.2: Major Division 8)","Census - de jure - complete tabulation","Final figure, complete","2017","88",""
"Isle of Man","2016","Total","Male","75 +","Community, social and personal services (ISIC Rev.2: Major Division 9)","Census - de jure - complete tabulation","Final figure, complete","2017","15",""
"Isle of Man","2016","Total","Male","75 +","Total","Census - de jure - complete tabulation","Final figure, complete","2017","186",""
"Isle of Man","2016","Total","Male","75 +","Agriculture, hunting and forestry (ISIC Rev.3/3.1: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","24","9"
"Isle of Man","2016","Total","Male","75 +","Mining and quarrying (ISIC Rev.3/3.1: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","2",""
"Isle of Man","2016","Total","Male","75 +","Manufacturing (ISIC Rev.3/3.1: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","7",""
"Isle of Man","2016","Total","Male","75 +","Electricity, gas and water supply (ISIC Rev.3/3.1: Section E)","Census - de jure - complete tabulation","Final figure, complete","2017","1",""
"Isle of Man","2016","Total","Male","75 +","Construction (ISIC Rev.3/3.1: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","13",""
"Isle of Man","2016","Total","Male","75 +","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods (ISIC Rev.3/3.1: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","16",""
"Isle of Man","2016","Total","Male","75 +","Hotels and restaurants (ISIC Rev.3/3.1: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","9",""
"Isle of Man","2016","Total","Male","75 +","Transport, storage and communications (ISIC Rev.3/3.1: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","11",""
"Isle of Man","2016","Total","Male","75 +","Financial intermediation (ISIC Rev.3/3.1:  Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","16",""
"Isle of Man","2016","Total","Male","75 +","Real estate, renting and business activities (ISIC Rev.3/3.1: Category K)","Census - de jure - complete tabulation","Final figure, complete","2017","72",""
"Isle of Man","2016","Total","Male","75 +","Public administration and defense; compulsory social security (ISIC-Rev.3/3.1: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","5",""
"Isle of Man","2016","Total","Male","75 +","Education (ISIC Rev.3/3.1: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","5",""
"Isle of Man","2016","Total","Male","75 +","Health and social work (ISIC Rev.3/3.1: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","5",""
"Isle of Man","2016","Total","Male","75 +","Total","Census - de jure - complete tabulation","Final figure, complete","2017","186",""
"Isle of Man","2016","Total","Male","75 +","Agriculture, forestry and fishing (ISIC Rev.4: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","24",""
"Isle of Man","2016","Total","Male","75 +","Mining and quarrying (ISIC Rev.4: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","2",""
"Isle of Man","2016","Total","Male","75 +","Manufacturing (ISIC Rev.4: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","7",""
"Isle of Man","2016","Total","Male","75 +","Electricity, gas, steam and air conditioning supply (ISIC Rev.4: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","1","10"
"Isle of Man","2016","Total","Male","75 +","Construction (ISIC Rev.4: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","13",""
"Isle of Man","2016","Total","Male","75 +","Wholesale and retail trade; repair of motor vehicles and motorcycles (ISIC Rev.4: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","16",""
"Isle of Man","2016","Total","Male","75 +","Transportation and storage (ISIC Rev.4: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","11",""
"Isle of Man","2016","Total","Male","75 +","Accommodation and food service activities (ISIC Rev.4: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","9",""
"Isle of Man","2016","Total","Male","75 +","Information and communication (ISIC Rev.4: Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","3",""
"Isle of Man","2016","Total","Male","75 +","Financial and insurance activities (ISIC Rev.4: Section K)","Census - de jure - complete tabulation","Final figure, complete","2017","16",""
"Isle of Man","2016","Total","Male","75 +","Real estate activities (ISIC Rev.4: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","19",""
"Isle of Man","2016","Total","Male","75 +","Professional, scientific and technical activities (ISIC Rev.4: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","21",""
"Isle of Man","2016","Total","Male","75 +","Administrative and support service activities (ISIC Rev.4: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","29",""
"Isle of Man","2016","Total","Male","75 +","Public administration and defence; compulsory social security (ISIC Rev.4: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","5",""
"Isle of Man","2016","Total","Male","75 +","Education (ISIC Rev.4: Section P)","Census - de jure - complete tabulation","Final figure, complete","2017","5",""
"Isle of Man","2016","Total","Male","75 +","Human health and social work activities (ISIC Rev.4: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","5",""
"Isle of Man","2016","Total","Male","75 +","Total","Census - de jure - complete tabulation","Final figure, complete","2017","186",""
"Isle of Man","2016","Total","Female","Total","Agriculture, hunting, forestry and fishing (ISIC Rev.2: Major Division 1)","Census - de jure - complete tabulation","Final figure, complete","2017","155",""
"Isle of Man","2016","Total","Female","Total","Mining and quarrying (ISIC Rev.2: Major Division 2)","Census - de jure - complete tabulation","Final figure, complete","2017","11",""
"Isle of Man","2016","Total","Female","Total","Manufacturing  (ISIC Rev.2: Major Division 3)","Census - de jure - complete tabulation","Final figure, complete","2017","430",""
"Isle of Man","2016","Total","Female","Total","Electricity, gas and water (ISIC Rev.2: Major Division 4)","Census - de jure - complete tabulation","Final figure, complete","2017","69",""
"Isle of Man","2016","Total","Female","Total","Construction (ISIC Rev.2: Major Division 5)","Census - de jure - complete tabulation","Final figure, complete","2017","257",""
"Isle of Man","2016","Total","Female","Total","Wholesale and retail trade and restaurants and hotels (ISIC Rev.2: Major Division 6)","Census - de jure - complete tabulation","Final figure, complete","2017","2950",""
"Isle of Man","2016","Total","Female","Total","Transport, storage and communication (ISIC Rev.2: Major Division 7)","Census - de jure - complete tabulation","Final figure, complete","2017","662",""
"Isle of Man","2016","Total","Female","Total","Financing, insurance, real estate and business services (ISIC Rev.2: Major Division 8)","Census - de jure - complete tabulation","Final figure, complete","2017","7928",""
"Isle of Man","2016","Total","Female","Total","Community, social and personal services (ISIC Rev.2: Major Division 9)","Census - de jure - complete tabulation","Final figure, complete","2017","7161",""
"Isle of Man","2016","Total","Female","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2017","19623",""
"Isle of Man","2016","Total","Female","Total","Agriculture, hunting and forestry (ISIC Rev.3/3.1: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","155","9"
"Isle of Man","2016","Total","Female","Total","Mining and quarrying (ISIC Rev.3/3.1: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","11",""
"Isle of Man","2016","Total","Female","Total","Manufacturing (ISIC Rev.3/3.1: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","430",""
"Isle of Man","2016","Total","Female","Total","Electricity, gas and water supply (ISIC Rev.3/3.1: Section E)","Census - de jure - complete tabulation","Final figure, complete","2017","69",""
"Isle of Man","2016","Total","Female","Total","Construction (ISIC Rev.3/3.1: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","257",""
"Isle of Man","2016","Total","Female","Total","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods (ISIC Rev.3/3.1: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","1801",""
"Isle of Man","2016","Total","Female","Total","Hotels and restaurants (ISIC Rev.3/3.1: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","1149",""
"Isle of Man","2016","Total","Female","Total","Transport, storage and communications (ISIC Rev.3/3.1: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","662",""
"Isle of Man","2016","Total","Female","Total","Financial intermediation (ISIC Rev.3/3.1:  Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","2904",""
"Isle of Man","2016","Total","Female","Total","Real estate, renting and business activities (ISIC Rev.3/3.1: Category K)","Census - de jure - complete tabulation","Final figure, complete","2017","5024",""
"Isle of Man","2016","Total","Female","Total","Public administration and defense; compulsory social security (ISIC-Rev.3/3.1: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","1268",""
"Isle of Man","2016","Total","Female","Total","Education (ISIC Rev.3/3.1: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","2084",""
"Isle of Man","2016","Total","Female","Total","Health and social work (ISIC Rev.3/3.1: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","3809",""
"Isle of Man","2016","Total","Female","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2017","19623",""
"Isle of Man","2016","Total","Female","Total","Agriculture, forestry and fishing (ISIC Rev.4: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","155",""
"Isle of Man","2016","Total","Female","Total","Mining and quarrying (ISIC Rev.4: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","11",""
"Isle of Man","2016","Total","Female","Total","Manufacturing (ISIC Rev.4: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","430",""
"Isle of Man","2016","Total","Female","Total","Electricity, gas, steam and air conditioning supply (ISIC Rev.4: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","69","10"
"Isle of Man","2016","Total","Female","Total","Construction (ISIC Rev.4: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","257",""
"Isle of Man","2016","Total","Female","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles (ISIC Rev.4: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","1801",""
"Isle of Man","2016","Total","Female","Total","Transportation and storage (ISIC Rev.4: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","662",""
"Isle of Man","2016","Total","Female","Total","Accommodation and food service activities (ISIC Rev.4: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","1149",""
"Isle of Man","2016","Total","Female","Total","Information and communication (ISIC Rev.4: Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","386",""
"Isle of Man","2016","Total","Female","Total","Financial and insurance activities (ISIC Rev.4: Section K)","Census - de jure - complete tabulation","Final figure, complete","2017","2904",""
"Isle of Man","2016","Total","Female","Total","Real estate activities (ISIC Rev.4: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","243",""
"Isle of Man","2016","Total","Female","Total","Professional, scientific and technical activities (ISIC Rev.4: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","939",""
"Isle of Man","2016","Total","Female","Total","Administrative and support service activities (ISIC Rev.4: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","3456",""
"Isle of Man","2016","Total","Female","Total","Public administration and defence; compulsory social security (ISIC Rev.4: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","1268",""
"Isle of Man","2016","Total","Female","Total","Education (ISIC Rev.4: Section P)","Census - de jure - complete tabulation","Final figure, complete","2017","2084",""
"Isle of Man","2016","Total","Female","Total","Human health and social work activities (ISIC Rev.4: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","3809",""
"Isle of Man","2016","Total","Female","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2017","19623",""
"Isle of Man","2016","Total","Female","15 - 19","Agriculture, hunting, forestry and fishing (ISIC Rev.2: Major Division 1)","Census - de jure - complete tabulation","Final figure, complete","2017","2",""
"Isle of Man","2016","Total","Female","15 - 19","Mining and quarrying (ISIC Rev.2: Major Division 2)","Census - de jure - complete tabulation","Final figure, complete","2017","0",""
"Isle of Man","2016","Total","Female","15 - 19","Manufacturing  (ISIC Rev.2: Major Division 3)","Census - de jure - complete tabulation","Final figure, complete","2017","11",""
"Isle of Man","2016","Total","Female","15 - 19","Electricity, gas and water (ISIC Rev.2: Major Division 4)","Census - de jure - complete tabulation","Final figure, complete","2017","0",""
"Isle of Man","2016","Total","Female","15 - 19","Construction (ISIC Rev.2: Major Division 5)","Census - de jure - complete tabulation","Final figure, complete","2017","3",""
"Isle of Man","2016","Total","Female","15 - 19","Wholesale and retail trade and restaurants and hotels (ISIC Rev.2: Major Division 6)","Census - de jure - complete tabulation","Final figure, complete","2017","285",""
"Isle of Man","2016","Total","Female","15 - 19","Transport, storage and communication (ISIC Rev.2: Major Division 7)","Census - de jure - complete tabulation","Final figure, complete","2017","8",""
"Isle of Man","2016","Total","Female","15 - 19","Financing, insurance, real estate and business services (ISIC Rev.2: Major Division 8)","Census - de jure - complete tabulation","Final figure, complete","2017","217",""
"Isle of Man","2016","Total","Female","15 - 19","Community, social and personal services (ISIC Rev.2: Major Division 9)","Census - de jure - complete tabulation","Final figure, complete","2017","74",""
"Isle of Man","2016","Total","Female","15 - 19","Total","Census - de jure - complete tabulation","Final figure, complete","2017","600",""
"Isle of Man","2016","Total","Female","15 - 19","Agriculture, hunting and forestry (ISIC Rev.3/3.1: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","2","9"
"Isle of Man","2016","Total","Female","15 - 19","Mining and quarrying (ISIC Rev.3/3.1: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","0",""
"Isle of Man","2016","Total","Female","15 - 19","Manufacturing (ISIC Rev.3/3.1: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","11",""
"Isle of Man","2016","Total","Female","15 - 19","Electricity, gas and water supply (ISIC Rev.3/3.1: Section E)","Census - de jure - complete tabulation","Final figure, complete","2017","0",""
"Isle of Man","2016","Total","Female","15 - 19","Construction (ISIC Rev.3/3.1: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","3",""
"Isle of Man","2016","Total","Female","15 - 19","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods (ISIC Rev.3/3.1: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","160",""
"Isle of Man","2016","Total","Female","15 - 19","Hotels and restaurants (ISIC Rev.3/3.1: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","125",""
"Isle of Man","2016","Total","Female","15 - 19","Transport, storage and communications (ISIC Rev.3/3.1: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","8",""
"Isle of Man","2016","Total","Female","15 - 19","Financial intermediation (ISIC Rev.3/3.1:  Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","79",""
"Isle of Man","2016","Total","Female","15 - 19","Real estate, renting and business activities (ISIC Rev.3/3.1: Category K)","Census - de jure - complete tabulation","Final figure, complete","2017","138",""
"Isle of Man","2016","Total","Female","15 - 19","Public administration and defense; compulsory social security (ISIC-Rev.3/3.1: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","10",""
"Isle of Man","2016","Total","Female","15 - 19","Education (ISIC Rev.3/3.1: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","22",""
"Isle of Man","2016","Total","Female","15 - 19","Health and social work (ISIC Rev.3/3.1: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","42",""
"Isle of Man","2016","Total","Female","15 - 19","Total","Census - de jure - complete tabulation","Final figure, complete","2017","600",""
"Isle of Man","2016","Total","Female","15 - 19","Agriculture, forestry and fishing (ISIC Rev.4: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","2",""
"Isle of Man","2016","Total","Female","15 - 19","Mining and quarrying (ISIC Rev.4: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","0",""
"Isle of Man","2016","Total","Female","15 - 19","Manufacturing (ISIC Rev.4: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","11",""
"Isle of Man","2016","Total","Female","15 - 19","Electricity, gas, steam and air conditioning supply (ISIC Rev.4: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","0","10"
"Isle of Man","2016","Total","Female","15 - 19","Construction (ISIC Rev.4: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","3",""
"Isle of Man","2016","Total","Female","15 - 19","Wholesale and retail trade; repair of motor vehicles and motorcycles (ISIC Rev.4: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","160",""
"Isle of Man","2016","Total","Female","15 - 19","Transportation and storage (ISIC Rev.4: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","8",""
"Isle of Man","2016","Total","Female","15 - 19","Accommodation and food service activities (ISIC Rev.4: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","125",""
"Isle of Man","2016","Total","Female","15 - 19","Information and communication (ISIC Rev.4: Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","8",""
"Isle of Man","2016","Total","Female","15 - 19","Financial and insurance activities (ISIC Rev.4: Section K)","Census - de jure - complete tabulation","Final figure, complete","2017","79",""
"Isle of Man","2016","Total","Female","15 - 19","Real estate activities (ISIC Rev.4: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","5",""
"Isle of Man","2016","Total","Female","15 - 19","Professional, scientific and technical activities (ISIC Rev.4: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","15",""
"Isle of Man","2016","Total","Female","15 - 19","Administrative and support service activities (ISIC Rev.4: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","110",""
"Isle of Man","2016","Total","Female","15 - 19","Public administration and defence; compulsory social security (ISIC Rev.4: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","10",""
"Isle of Man","2016","Total","Female","15 - 19","Education (ISIC Rev.4: Section P)","Census - de jure - complete tabulation","Final figure, complete","2017","22",""
"Isle of Man","2016","Total","Female","15 - 19","Human health and social work activities (ISIC Rev.4: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","42",""
"Isle of Man","2016","Total","Female","15 - 19","Total","Census - de jure - complete tabulation","Final figure, complete","2017","600",""
"Isle of Man","2016","Total","Female","20 - 24","Agriculture, hunting, forestry and fishing (ISIC Rev.2: Major Division 1)","Census - de jure - complete tabulation","Final figure, complete","2017","7",""
"Isle of Man","2016","Total","Female","20 - 24","Mining and quarrying (ISIC Rev.2: Major Division 2)","Census - de jure - complete tabulation","Final figure, complete","2017","1",""
"Isle of Man","2016","Total","Female","20 - 24","Manufacturing  (ISIC Rev.2: Major Division 3)","Census - de jure - complete tabulation","Final figure, complete","2017","42",""
"Isle of Man","2016","Total","Female","20 - 24","Electricity, gas and water (ISIC Rev.2: Major Division 4)","Census - de jure - complete tabulation","Final figure, complete","2017","3",""
"Isle of Man","2016","Total","Female","20 - 24","Construction (ISIC Rev.2: Major Division 5)","Census - de jure - complete tabulation","Final figure, complete","2017","7",""
"Isle of Man","2016","Total","Female","20 - 24","Wholesale and retail trade and restaurants and hotels (ISIC Rev.2: Major Division 6)","Census - de jure - complete tabulation","Final figure, complete","2017","314",""
"Isle of Man","2016","Total","Female","20 - 24","Transport, storage and communication (ISIC Rev.2: Major Division 7)","Census - de jure - complete tabulation","Final figure, complete","2017","42",""
"Isle of Man","2016","Total","Female","20 - 24","Financing, insurance, real estate and business services (ISIC Rev.2: Major Division 8)","Census - de jure - complete tabulation","Final figure, complete","2017","701",""
"Isle of Man","2016","Total","Female","20 - 24","Community, social and personal services (ISIC Rev.2: Major Division 9)","Census - de jure - complete tabulation","Final figure, complete","2017","321",""
"Isle of Man","2016","Total","Female","20 - 24","Total","Census - de jure - complete tabulation","Final figure, complete","2017","1438",""
"Isle of Man","2016","Total","Female","20 - 24","Agriculture, hunting and forestry (ISIC Rev.3/3.1: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","7","9"
"Isle of Man","2016","Total","Female","20 - 24","Mining and quarrying (ISIC Rev.3/3.1: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","1",""
"Isle of Man","2016","Total","Female","20 - 24","Manufacturing (ISIC Rev.3/3.1: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","42",""
"Isle of Man","2016","Total","Female","20 - 24","Electricity, gas and water supply (ISIC Rev.3/3.1: Section E)","Census - de jure - complete tabulation","Final figure, complete","2017","3",""
"Isle of Man","2016","Total","Female","20 - 24","Construction (ISIC Rev.3/3.1: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","7",""
"Isle of Man","2016","Total","Female","20 - 24","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods (ISIC Rev.3/3.1: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","178",""
"Isle of Man","2016","Total","Female","20 - 24","Hotels and restaurants (ISIC Rev.3/3.1: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","136",""
"Isle of Man","2016","Total","Female","20 - 24","Transport, storage and communications (ISIC Rev.3/3.1: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","42",""
"Isle of Man","2016","Total","Female","20 - 24","Financial intermediation (ISIC Rev.3/3.1:  Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","312",""
"Isle of Man","2016","Total","Female","20 - 24","Real estate, renting and business activities (ISIC Rev.3/3.1: Category K)","Census - de jure - complete tabulation","Final figure, complete","2017","389",""
"Isle of Man","2016","Total","Female","20 - 24","Public administration and defense; compulsory social security (ISIC-Rev.3/3.1: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","40",""
"Isle of Man","2016","Total","Female","20 - 24","Education (ISIC Rev.3/3.1: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","104",""
"Isle of Man","2016","Total","Female","20 - 24","Health and social work (ISIC Rev.3/3.1: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","177",""
"Isle of Man","2016","Total","Female","20 - 24","Total","Census - de jure - complete tabulation","Final figure, complete","2017","1438",""
"Isle of Man","2016","Total","Female","20 - 24","Agriculture, forestry and fishing (ISIC Rev.4: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","7",""
"Isle of Man","2016","Total","Female","20 - 24","Mining and quarrying (ISIC Rev.4: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","1",""
"Isle of Man","2016","Total","Female","20 - 24","Manufacturing (ISIC Rev.4: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","42",""
"Isle of Man","2016","Total","Female","20 - 24","Electricity, gas, steam and air conditioning supply (ISIC Rev.4: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","3","10"
"Isle of Man","2016","Total","Female","20 - 24","Construction (ISIC Rev.4: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","7",""
"Isle of Man","2016","Total","Female","20 - 24","Wholesale and retail trade; repair of motor vehicles and motorcycles (ISIC Rev.4: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","178",""
"Isle of Man","2016","Total","Female","20 - 24","Transportation and storage (ISIC Rev.4: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","42",""
"Isle of Man","2016","Total","Female","20 - 24","Accommodation and food service activities (ISIC Rev.4: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","136",""
"Isle of Man","2016","Total","Female","20 - 24","Information and communication (ISIC Rev.4: Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","31",""
"Isle of Man","2016","Total","Female","20 - 24","Financial and insurance activities (ISIC Rev.4: Section K)","Census - de jure - complete tabulation","Final figure, complete","2017","312",""
"Isle of Man","2016","Total","Female","20 - 24","Real estate activities (ISIC Rev.4: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","6",""
"Isle of Man","2016","Total","Female","20 - 24","Professional, scientific and technical activities (ISIC Rev.4: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","88",""
"Isle of Man","2016","Total","Female","20 - 24","Administrative and support service activities (ISIC Rev.4: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","264",""
"Isle of Man","2016","Total","Female","20 - 24","Public administration and defence; compulsory social security (ISIC Rev.4: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","40",""
"Isle of Man","2016","Total","Female","20 - 24","Education (ISIC Rev.4: Section P)","Census - de jure - complete tabulation","Final figure, complete","2017","104",""
"Isle of Man","2016","Total","Female","20 - 24","Human health and social work activities (ISIC Rev.4: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","177",""
"Isle of Man","2016","Total","Female","20 - 24","Total","Census - de jure - complete tabulation","Final figure, complete","2017","1438",""
"Isle of Man","2016","Total","Female","25 - 29","Agriculture, hunting, forestry and fishing (ISIC Rev.2: Major Division 1)","Census - de jure - complete tabulation","Final figure, complete","2017","7",""
"Isle of Man","2016","Total","Female","25 - 29","Mining and quarrying (ISIC Rev.2: Major Division 2)","Census - de jure - complete tabulation","Final figure, complete","2017","2",""
"Isle of Man","2016","Total","Female","25 - 29","Manufacturing  (ISIC Rev.2: Major Division 3)","Census - de jure - complete tabulation","Final figure, complete","2017","43",""
"Isle of Man","2016","Total","Female","25 - 29","Electricity, gas and water (ISIC Rev.2: Major Division 4)","Census - de jure - complete tabulation","Final figure, complete","2017","10",""
"Isle of Man","2016","Total","Female","25 - 29","Construction (ISIC Rev.2: Major Division 5)","Census - de jure - complete tabulation","Final figure, complete","2017","23",""
"Isle of Man","2016","Total","Female","25 - 29","Wholesale and retail trade and restaurants and hotels (ISIC Rev.2: Major Division 6)","Census - de jure - complete tabulation","Final figure, complete","2017","259",""
"Isle of Man","2016","Total","Female","25 - 29","Transport, storage and communication (ISIC Rev.2: Major Division 7)","Census - de jure - complete tabulation","Final figure, complete","2017","51",""
"Isle of Man","2016","Total","Female","25 - 29","Financing, insurance, real estate and business services (ISIC Rev.2: Major Division 8)","Census - de jure - complete tabulation","Final figure, complete","2017","865",""
